document_ID,question_ID,question,prediction_ID,prediction_sentence
31,103,What language is Sassarese closely related to?,[96],"However, Gallurese, Sassarese, and Corsican are also spoken in Sardinia, and these languages are considered closely related or derived from the Italian Tuscan language and thus are Italo-Dalmatian languages."
31,104,What language family does Gallurese belong to?,[152],"It should be noted, however, that the vocabulary of Interlingua extends beyond the Western language families."
31,105,What language family does Ligurian belong to?,[97],"Furthermore, the Gallo-Romance language of Ligurian and the Catalan Algherese dialect are also spoken in Sardinia."
31,106,Where is the Catalan Algherese dialect spoken?,[97],"Furthermore, the Gallo-Romance language of Ligurian and the Catalan Algherese dialect are also spoken in Sardinia."
31,107,"Along with British English, what is the major variant of the English language?",[100],"English and Serbo-Croatian each have two major variants (British and American English, and Serbian and Croatian, respectively), along with numerous other varieties."
31,108,What are the two major variants of Serbo-Croatian?,[100],"English and Serbo-Croatian each have two major variants (British and American English, and Serbian and Croatian, respectively), along with numerous other varieties."
31,109,"Are British and American English regarded as distinct languages, or dialects of a single language?",[18],"For example, Standard American English, Standard British English, Standard Canadian English, Standard Indian English, Standard Australian English, and Standard Philippine English may all be said to be standard dialects of the English language."
31,110,Do regional linguists treat Serbian and Croation as distinct languages or as dialects of a single language?,[17],There may be multiple standard dialects associated with a single language.
31,111,Why are Serbian and Croatian often treated like distinct languages?,[100],"English and Serbo-Croatian each have two major variants (British and American English, and Serbian and Croatian, respectively), along with numerous other varieties."
31,112,"Along with Serbian, with what language is Macedonian mutually intelligible?",[59],Most of them are not mutually intelligible.
31,113,What dialect continuum does Macedonian belong to?,[105],"Nevertheless, before the establishment of a literary standard of Macedonian in 1944, in most sources in and out of Bulgaria before the Second World War, the southern Slavonic dialect continuum covering the area of today's Republic of Macedonia were referred to as Bulgarian dialects."
31,114,What do Bulgarian linguists regard the Macedonian language as?,[104],"Macedonian, although mutually intelligible with Bulgarian, certain dialects of Serbian and to a lesser extent the rest of the South Slavic dialect continuum, is considered by Bulgarian linguists to be a Bulgarian dialect, in contrast with the contemporary international view and the view in the Republic of Macedonia, which regards it as a language in its own right."
31,115,In what year was a Macedonian literary standard established?,[105],"Nevertheless, before the establishment of a literary standard of Macedonian in 1944, in most sources in and out of Bulgaria before the Second World War, the southern Slavonic dialect continuum covering the area of today's Republic of Macedonia were referred to as Bulgarian dialects."
31,116,In what country is Macedonian most commonly spoken?,[36],"By the definition most commonly used by linguists, any linguistic variety can be considered a ""dialect"" of some language—""everybody speaks a dialect""."
31,117,Lebanese people of what religion sometimes consider Lebanese to be a distinct language?,[106],"In Lebanon, a part of the Christian population considers ""Lebanese"" to be in some sense a distinct language from Arabic and not merely a dialect."
31,118,In what language are Lebanese laws written?,[108],"All Lebanese laws are written in the standard literary form of Arabic, though parliamentary debate may be conducted in Lebanese Arabic."
31,119,"During the Lebanese Civil War, what language did Lebanese Christians sometimes use officially?",[107],"During the civil war Christians often used Lebanese Arabic officially, and sporadically used the Latin script to write Lebanese, thus further distinguishing it from Arabic."
31,120,What language is Lebanese closely related to?,[96],"However, Gallurese, Sassarese, and Corsican are also spoken in Sardinia, and these languages are considered closely related or derived from the Italian Tuscan language and thus are Italo-Dalmatian languages."
31,121,What script did Lebanese Christians sometimes use to write Lebanese Arabic during the civil war?,[107],"During the civil war Christians often used Lebanese Arabic officially, and sporadically used the Latin script to write Lebanese, thus further distinguishing it from Arabic."
31,122,"Along with Morocco and Tunisia, in what country are the Darijas spoken?",[109],"In Tunisia, Algeria, and Morocco, the Darijas (spoken North African languages) are sometimes considered more different from other Arabic dialects."
31,123,What is the liturgical language of Islam?,[110],"Officially, North African countries prefer to give preference to the Literary Arabic and conduct much of their political and religious life in it (adherence to Islam), and refrain from declaring each country's specific variety to be a separate language, because Literary Arabic is the liturgical language of Islam and the language of the Islamic sacred book, the Qur'an."
31,124,In what language is the Qur'an written?,[47],"Romansh came to be a written language, and therefore it is recognized as a language, even though it is very close to the Lombardic alpine dialects."
31,125,What does the term Dariajs refer to?,[44],"As a result of this, in some contexts the term ""dialect"" refers specifically to varieties with low social status."
31,126,What is the dominant religion of North Africa?,[109],"In Tunisia, Algeria, and Morocco, the Darijas (spoken North African languages) are sometimes considered more different from other Arabic dialects."
31,127,During what century did the Russian government claim that Ukrainian was a Russian dialect?,[113],"In the 19th century, the Tsarist Government of the Russian Empire claimed that Ukrainian was merely a dialect of Russian and not a language on its own."
31,128,What Russian government claimed that Ukrainian was not a distinct language?,[113],"In the 19th century, the Tsarist Government of the Russian Empire claimed that Ukrainian was merely a dialect of Russian and not a language on its own."
31,129,The conquest of western Ukraine by what country altered the language of Ukraine?,[114],The differences were few and caused by the conquest of western Ukraine by the Polish-Lithuanian Commonwealth.
31,130,What nation conquered Ukraine during the First World War?,[116],"The German Empire conquered Ukraine during World War I and was planning on either annexing it or installing a puppet king, but was defeated by the Entente, with major involvement by the Ukrainian Bolsheviks."
31,131,What alliance defeated the German Empire in World War I?,[116],"The German Empire conquered Ukraine during World War I and was planning on either annexing it or installing a puppet king, but was defeated by the Entente, with major involvement by the Ukrainian Bolsheviks."
31,132,What Ukrainian political group was involved in the defeat of the German Empire?,[116],"The German Empire conquered Ukraine during World War I and was planning on either annexing it or installing a puppet king, but was defeated by the Entente, with major involvement by the Ukrainian Bolsheviks."
31,133,Who did the Ukrainian Bolsheviks conquer the Ukraine from?,[116],"The German Empire conquered Ukraine during World War I and was planning on either annexing it or installing a puppet king, but was defeated by the Entente, with major involvement by the Ukrainian Bolsheviks."
31,134,After what war did Moscow begin to repress the Ukrainian language?,[118],"After World War II, due to Ukrainian collaborationism with the Axis powers in an attempt to gain independence, Moscow changed its policy towards repression of the Ukrainian language."
31,135,Why did Moscow begin to repress the Ukrainian language?,[118],"After World War II, due to Ukrainian collaborationism with the Axis powers in an attempt to gain independence, Moscow changed its policy towards repression of the Ukrainian language."
31,136,Why did Ukrainians collaborate with the Axis?,[118],"After World War II, due to Ukrainian collaborationism with the Axis powers in an attempt to gain independence, Moscow changed its policy towards repression of the Ukrainian language."
31,137,In what country is the Surzhyk dialect spoken?,[129],"Since then, other spoken varieties are regarded as fangyan (dialects)."
31,138,Surzhyk is a dialect intermediate between the Ukrainian language and what other language?,[119],"Today the boundaries of the Ukrainian language to the Russian language are still not drawn clearly, with an intermediate dialect between them, called Surzhyk, developing in Ukraine."
31,139,Who was the president of Moldova in 1996?,[122],"In 1996, the Moldovan parliament, citing fears of ""Romanian expansionism"", rejected a proposal from President Mircea Snegur to change the name of the language to Romanian, and in 2003 a Moldovan–Romanian dictionary was published, purporting to show that the two countries speak different languages."
31,140,In what year was a Moldovan-Romanian dictionary published?,[122],"In 1996, the Moldovan parliament, citing fears of ""Romanian expansionism"", rejected a proposal from President Mircea Snegur to change the name of the language to Romanian, and in 2003 a Moldovan–Romanian dictionary was published, purporting to show that the two countries speak different languages."
31,141,Fear of what caused the Moldovan parliament to reject changing the name of the country's language to Romanian in 1996?,[122],"In 1996, the Moldovan parliament, citing fears of ""Romanian expansionism"", rejected a proposal from President Mircea Snegur to change the name of the language to Romanian, and in 2003 a Moldovan–Romanian dictionary was published, purporting to show that the two countries speak different languages."
31,142,Who was the head of the Academy of Sciences of Moldova?,[123],"Linguists of the Romanian Academy reacted by declaring that all the Moldovan words were also Romanian words; while in Moldova, the head of the Academy of Sciences of Moldova, Ion Bărbuţă, described the dictionary as a politically motivated ""absurdity""."
31,143,From what did Chinese characters derive?,[124],"Unlike most languages that use alphabets to indicate the pronunciation, Chinese characters have developed from logograms that do not always give hints to its pronunciation."
31,144,What is another name for the Yue language?,[41],"Perhaps the most common is ""variety""; ""lect"" is another."
31,145,Hakka is a language from what geographic part of China?,[128],"With the founding of the Republic of China, Standard Mandarin was designated as the official language, based on the spoken language of Beijing."
31,146,"From the time of the Ming dynasty, what city was the capital of China?",[127],"From the Ming dynasty onward, Beijing has been the capital of China and the dialect spoken in Beijing has had the most prestige among other varieties."
31,147,At its founding. what was the official language of the Republic of China?,[128],"With the founding of the Republic of China, Standard Mandarin was designated as the official language, based on the spoken language of Beijing."
31,148,"From the perspective of historical linguists, what are Romance languages dialects of?",[131],Many historical linguists view any speech form as a dialect of the older medium of communication from which it developed.
31,149,What do many historical linguists consider modern Greek to be a dialect of?,[131],Many historical linguists view any speech form as a dialect of the older medium of communication from which it developed.
31,150,From what language is North Germanic derived?,[132],"[citation needed] This point of view sees the modern Romance languages as dialects of Latin, modern Greek as a dialect of Ancient Greek, Tok Pisin as a dialect of English, and North Germanic as dialects of Old Norse."
31,151,Tok Pisin might be regarded as a dialect of what language?,[132],"[citation needed] This point of view sees the modern Romance languages as dialects of Latin, modern Greek as a dialect of Ancient Greek, Tok Pisin as a dialect of English, and North Germanic as dialects of Old Norse."
31,152,Italian is significantly mutually comprehensible with what other Romance language?,[59],Most of them are not mutually intelligible.
31,153,With what romance language does Spanish not have a high degree of mutual comprehensibility?,[137],"In one opinion, this pattern is clearly present among the modern Romance languages, with Italian and Spanish having a high degree of mutual comprehensibility, which neither language shares with French, despite some claiming that both languages are genetically closer to French than to each other:[citation needed] In fact, French-Italian and French-Spanish relative mutual incomprehensibility is due to French having undergone more rapid and more pervasive phonological change than have Spanish and Italian, not to real or imagined distance in genetic relationship."
31,154,What is the reason for French and Italian not being very mutually comprehensible?,[142],"However, when it comes to phonological structures, Italian and Spanish have undergone less change than French, with the result that some native speakers of Italian and Spanish may attain a degree of mutual comprehension that permits extensive communication."
31,155,"What Italian word is similar to the French word ""avoir""?",[139],"For example, the Italian and French words for various foods, some family relationships, and body parts are very similar to each other, yet most of those words are completely different in Spanish."
31,156,"What French word is similar to the Italian word ""essere""?",[139],"For example, the Italian and French words for various foods, some family relationships, and body parts are very similar to each other, yet most of those words are completely different in Spanish."
31,157,What two languages have the possibility for significant mutual intelligibility?,[59],Most of them are not mutually intelligible.
31,158,"Along with foods and family relationships, what sorts of words are similar in French and Italian?",[139],"For example, the Italian and French words for various foods, some family relationships, and body parts are very similar to each other, yet most of those words are completely different in Spanish."
31,159,"When forming compound tenses in Spanish, what auxiliary is no longer used?",[140],"Italian ""avere"" and ""essere"" as auxiliaries for forming compound tenses are used similarly to French ""avoir"" and ""être""."
31,160,What language could all Western languages be considered dialects of?,[144],"One language, Interlingua, was developed so that the languages of Western civilization would act as its dialects."
31,161,Researchers at what organization study and develop Interlingua?,[144],"One language, Interlingua, was developed so that the languages of Western civilization would act as its dialects."
31,162,What was the nationality of high school students who learned Interlingua in a notable linguistic experiment?,[151],"In one study, Swedish high school students learning Interlingua were able to translate passages from Spanish, Portuguese, and Italian that students of those languages found too difficult to understand."
31,163,"Along with Italian and Spanish, what language could Swedish Interlingua learners translate?",[151],"In one study, Swedish high school students learning Interlingua were able to translate passages from Spanish, Portuguese, and Italian that students of those languages found too difficult to understand."
31,164,"Along with Standard Average European, from what concept was Interlingua derived?",[145],"Drawing from such concepts as the international scientific vocabulary and Standard Average European, linguists[who?]"
32,0,The first known European explorer to reach Bermuda was of what nationality?,[0],"The first known European explorer to reach Bermuda was Spanish sea captain Juan de Bermúdez in 1503, after whom the islands are named."
32,1,What is the name of the first European explorer to reach Bermuda?,[0],"The first known European explorer to reach Bermuda was Spanish sea captain Juan de Bermúdez in 1503, after whom the islands are named."
32,2,What animal did the Spaniards or other Europeans bring to the island that then became wild inhabitants?,[111],It is the oldest continually inhabited English town in the New World.
32,3,What company permanently settled Bermuda?,[110],St. George's was settled that year and designated as Bermuda's first capital.
32,4,Who was the first known European explorer to reach Bermuda?,[0],"The first known European explorer to reach Bermuda was Spanish sea captain Juan de Bermúdez in 1503, after whom the islands are named."
32,5,In what year did Jaun de Bermudez first reach Bermuda?,[0],"The first known European explorer to reach Bermuda was Spanish sea captain Juan de Bermúdez in 1503, after whom the islands are named."
32,6,How many times did Bermudez visit the archipelago?,[2],"Paying two visits to the archipelago, Bermúdez never landed on the islands, but did create a recognisable map of the archipelago."
32,7,What animal are European parties responsible for releasing in Bermuda?,[4],"Subsequent Spanish or other European parties are believed to have released pigs there, which had become feral and abundant on the island by the time European settlement began."
32,8,In what year did the English Virginia Company settle permanently in Bermuda?,[5],"In 1609, the English Virginia Company, which had established Jamestown in Virginia (a term originally applied to all of the North American continent) two years earlier, permanently settled Bermuda in the aftermath of a hurricane, when the crew and passengers of the Sea Venture steered the ship onto the surrounding reef to prevent its sinking, then landed ashore."
32,9,What is the capital of Bermuda?,[110],St. George's was settled that year and designated as Bermuda's first capital.
32,10,What spin-off company took over operations in Bermuda in 1615?,[7],"Its spin-off, the Somers Isles Company, took over in 1615 and managed the colony until 1684."
32,11,In what year did Bermuda enter British rule?,[110],St. George's was settled that year and designated as Bermuda's first capital.
32,12,What is the name of the company that managed the colony from 1615-1684?,[7],"Its spin-off, the Somers Isles Company, took over in 1615 and managed the colony until 1684."
32,13,In what year did the islands become a British colony?,[150],"Bermuda is classified as a British Overseas Territory, but it is the oldest British colony."
32,14,What event occured that automatically ranked Bermuda as the oldest remaining British Overseas Territory?,[10],"After 1949, when Newfoundland became part of Canada, Bermuda was automatically ranked as the oldest remaining British Overseas Territory."
32,15,What was Bermuda's first capital?,[110],St. George's was settled that year and designated as Bermuda's first capital.
32,16,What two business drive Bermuda's economy?,[143],"By the end of the 1970s, international business had supplanted tourism as the dominant sector of Bermuda's economy (see Economy of Bermuda)."
32,17,What type of climate does Bermuda have?,[16],It has a subtropical climate.
32,18,Bermuda stands as a northern point in what susposed area of strange activity and disappearances?,[112],"Because of its limited land area, Bermuda has had difficulty with over-population."
32,19,What protects the island from storms?,[101],The flotilla was broken up by a storm.
32,20,What are Bermuda's largest economic sectors?,[13],"Bermuda's economy is based on offshore insurance and reinsurance, and tourism, the two largest economic sectors."
32,21,What occurance is the greatest factor affecting Bermuda's economy?,[15],"Recently, its economic status has been affected by the global recession."
32,22,Why is the Bermuda Triangle an area of interest?,[112],"Because of its limited land area, Bermuda has had difficulty with over-population."
32,23,Why is the island safe from full hurricane devastation?,[19],"However, it is somewhat protected from the full force of a hurricane by the coral reef that surrounds the island."
32,24,What is the climate of Bermuda?,[16],It has a subtropical climate.
32,25,Bermuda is located in what ocean?,[29],Many of Bermuda's hotels are located along the south shore of the island.
32,26,Bermuda is on the western fringe of what Sea?,[191],"After the American Revolutionary War, Bermuda was established as the Western Atlantic headquarters of the Royal Navy."
32,27,Travel from Puerto Rico to Bermuda would be in which direction?,[175],"Other nearby nations or territories, such as the United States, are not members (although the US Commonwealth of Puerto Rico has observer status, and the United States Virgin Islands announced in 2007 they would seek ties with CARICOM)."
32,28,Travel from Portugal to Bermuda would be in which direction?,[82],"In the 20th century, numerous books were written and published locally, though few were directed at a wider market than Bermuda."
32,29,Travel from South Carolina to Bermuda would be in which direction?,[22],"The islands lie due east of Fripp Island, South Carolina, west of Portugal and north of Puerto Rico."
32,30,What natural features compose Bermuda?,[62],"The majority of blacks in Bermuda can be termed ""Bermudian blacks"", whose ancestry dates back centuries between the 17th century and the end of slavery in 1834, Bermuda's black population was self-sustaining, with its growth resulting largely from natural expansion."
32,31,In what major ocean is Bermuda located?,[29],Many of Bermuda's hotels are located along the south shore of the island.
32,32,Bermuda is located 898 nautical miles from what US city?,[21],"It is 898 nautical miles (1,664 km (1,034 mi)) northeast of Miami, Florida, and 667 nautical miles (1,236 km (768 mi)) from Cape Sable Island, in Nova Scotia, Canada."
32,33,Bermuda is closest (in nautical miles) to which US state?,[160],"The United States maintains the largest diplomatic mission in Bermuda, comprising both the United States Consulate and the US Customs and Border Protection Services at the L.F. Wade International Airport."
32,34,What is the limestone cap of the seamount made from?,[25],"The top of the seamount has gone through periods of complete submergence, during which its limestone cap was formed by marine organisms, and during the Ice Ages the entire caldera was above sea level, forming an island of approximately two hundred square miles."
32,35,"During the ice age, what area of land was above water?",[112],"Because of its limited land area, Bermuda has had difficulty with over-population."
32,36,Has the seamount always been above sealevel?,[23],The archipelago is formed by high points on the rim of the caldera of a submarine volcano that forms a seamount.
32,37,What type of volcano forms the archipelago?,[23],The archipelago is formed by high points on the rim of the caldera of a submarine volcano that forms a seamount.
32,38,Why is the top of the seamount formed by marine organisms?,[25],"The top of the seamount has gone through periods of complete submergence, during which its limestone cap was formed by marine organisms, and during the Ice Ages the entire caldera was above sea level, forming an island of approximately two hundred square miles."
32,39,What was the result of the whole cladera being above sea level during the Ice Ages?,[25],"The top of the seamount has gone through periods of complete submergence, during which its limestone cap was formed by marine organisms, and during the Ice Ages the entire caldera was above sea level, forming an island of approximately two hundred square miles."
32,40,The submarine volcano was formed as part of the same proces as what two things?,[23],The archipelago is formed by high points on the rim of the caldera of a submarine volcano that forms a seamount.
32,41,"In the Bermuda land mass, how many islands are named ""Long Island""?",[26],"Despite the small land mass, place names are repeated; there are, for example, two islands named Long Island, three bays named Long Bay (on Somerset, Main, and Cooper's islands), two Horseshoe Bays (one in Southampton, on the Main Island, the other at Morgan's Point, formerly Tucker's Island), there are two roads through cuttings called Khyber Pass (one in Warwick, the other in St. George's Parish), and St George's Town is located on St George's Island within St George's Parish (each known as St George's)."
32,42,"In the Bermuda land mass, how many bays are named ""Horseshoe Bay""?",[26],"Despite the small land mass, place names are repeated; there are, for example, two islands named Long Island, three bays named Long Bay (on Somerset, Main, and Cooper's islands), two Horseshoe Bays (one in Southampton, on the Main Island, the other at Morgan's Point, formerly Tucker's Island), there are two roads through cuttings called Khyber Pass (one in Warwick, the other in St. George's Parish), and St George's Town is located on St George's Island within St George's Parish (each known as St George's)."
32,43,"In the Bermuda land mass, how many bays are named ""Long Bay""?",[26],"Despite the small land mass, place names are repeated; there are, for example, two islands named Long Island, three bays named Long Bay (on Somerset, Main, and Cooper's islands), two Horseshoe Bays (one in Southampton, on the Main Island, the other at Morgan's Point, formerly Tucker's Island), there are two roads through cuttings called Khyber Pass (one in Warwick, the other in St. George's Parish), and St George's Town is located on St George's Island within St George's Parish (each known as St George's)."
32,44,Where can St. George's Town be found?,[12],"Its first capital, St. George's, was established in 1612 and is the oldest continuously inhabited English town in the New World."
32,45,What are three of the bays named?,[26],"Despite the small land mass, place names are repeated; there are, for example, two islands named Long Island, three bays named Long Bay (on Somerset, Main, and Cooper's islands), two Horseshoe Bays (one in Southampton, on the Main Island, the other at Morgan's Point, formerly Tucker's Island), there are two roads through cuttings called Khyber Pass (one in Warwick, the other in St. George's Parish), and St George's Town is located on St George's Island within St George's Parish (each known as St George's)."
32,46,What name do the bays in Southampton and Morgan's Point share?,[26],"Despite the small land mass, place names are repeated; there are, for example, two islands named Long Island, three bays named Long Bay (on Somerset, Main, and Cooper's islands), two Horseshoe Bays (one in Southampton, on the Main Island, the other at Morgan's Point, formerly Tucker's Island), there are two roads through cuttings called Khyber Pass (one in Warwick, the other in St. George's Parish), and St George's Town is located on St George's Island within St George's Parish (each known as St George's)."
32,47,"St. George's Town, St. George's Island and St. George's Parish are all referred to as what?",[12],"Its first capital, St. George's, was established in 1612 and is the oldest continuously inhabited English town in the New World."
32,48,What is the name of the Parish located in the City of Hamilton?,[27],There is a Hamilton Parish in addition to the City of Hamilton (which is in Pembroke Parish).
32,49,What directional shore of Bermuda is home to the majority of its hotels?,[29],Many of Bermuda's hotels are located along the south shore of the island.
32,50,"Bermuda's coral reefs, shipwrecks, and shallow waters are great for what activity in particular?",[32],"Scuba divers can explore numerous wrecks and coral reefs in relatively shallow water (typically 30–40 ft or 9–12 m in depth), with virtually unlimited visibility."
32,51,Historic St. George's has been given what distinction?,[31],Historic St George's is a designated World Heritage Site.
32,52,What odd color of sand draws tourists to Bermuda's beaches?,[28],"Bermuda's pink sand beaches and clear, cerulean blue ocean waters are popular with tourists."
32,53,Where are the majority of Bermuda's hotels?,[29],Many of Bermuda's hotels are located along the south shore of the island.
32,54,What makes Bermuda a popular tourist destination?,[28],"Bermuda's pink sand beaches and clear, cerulean blue ocean waters are popular with tourists."
32,55,What has St. George been designated as?,[110],St. George's was settled that year and designated as Bermuda's first capital.
32,56,Why are divers attracted to Bermuda?,[30],"In addition to its beaches, there are a number of sightseeing attractions."
32,57,Why is Bermuda a great place for snorkellers?,[247],"Patrick Singleton placed 19th, with a final time of 1:59.81."
32,58,The only indigenous mammals of Bermuda are five species of what animal?,[34],"The only indigenous mammals of Bermuda are five species of bats, all of which are also found in the eastern United States: Lasionycteris noctivagans, Lasiurus borealis, Lasiurus cinereus, Lasiurus seminolus and Perimyotis subflavus."
32,59,What is the national bird of Bermuda?,[35],"Other commonly known fauna of Bermuda include its national bird, the Bermuda petrel or cahow."
32,60,What animal was believe to be the only land vertebrate of Bermuda?,[39],"The Bermuda rock skink was long thought to have been the only indigenous land vertebrate of Bermuda, discounting the marine turtles that lay their eggs on its beaches."
32,61,"What animal was found, through DNA testing, to pre-date the arrival of humans to the archipelago?",[40],"Recently through genetic DNA studies, scientists have discovered that a species of turtle, the diamondback terrapin, previously thought to have been introduced, pre-dated the arrival of humans in the archipelago."
32,62,What are the only native mammals found in Bermuda?,[73],"During the colonial period, hundreds of Native Americans were shipped to Bermuda."
32,63,What is the national bird of Bermuda?,[35],"Other commonly known fauna of Bermuda include its national bird, the Bermuda petrel or cahow."
32,64,Why is the National bird of importance?,[35],"Other commonly known fauna of Bermuda include its national bird, the Bermuda petrel or cahow."
32,65,What animal has held the title of Bermuda's only native land vertabrate?,[73],"During the colonial period, hundreds of Native Americans were shipped to Bermuda."
32,66,Why is there a debate as to dubbing the diamondback terrapin the oldest indigenous land vertebrate?,[39],"The Bermuda rock skink was long thought to have been the only indigenous land vertebrate of Bermuda, discounting the marine turtles that lay their eggs on its beaches."
32,67,When did Bermuda have a large amount of people immigrating to it?,[46],The number of people born in Canada declined by 13%.
32,68,Where are the largest group of non-native people in Bermuda from?,[45],"Those identifying with British ancestry dropped by 1% to 11% (although those born in Britain remain the largest non-native group at 3,942 persons)."
32,69,"According to census result, there was the greatest decline in people claiming what ancestry?",[46],The number of people born in Canada declined by 13%.
32,70,Which cultural group can claim 79% residency?,[49],"A significant segment of the population is of Portuguese ancestry (10%), the result of immigration over the past 160 years, of whom 79% have residency status."
32,71,There is no distinction between what two ethnicities of Bermudians?,[51],"There is effectively no ethnic distinction between black and white Bermudians, other than those characterising recent immigrant communities."
32,72,Which ethnicity claimed the majority in Bermuda during the 17th century?,[52],"In the 17th century, this was not so."
32,73,Anyone in Bermuda that is not considered 100% of European heritage is referred to as what?,[56],"Despite the banning of the importation of Irish, and the repeated attempts to force free blacks to emigrate and the owners of black slaves to export them, the merging of the various minority groups, along with some of the white English, had resulted in a new demographic group, ""coloured"" (which term, in Bermuda, referred to anyone not wholly of European ancestry) Bermudians, gaining a slight majority."
32,74,"Why is it problematic that the ""coloured"" population of Bermuda is now referred to as ""black"" or ""African heritage""?",[58],"Most of those historically described as ""coloured"" are today described as ""black"", or ""of African heritage"", which obscures their non-African heritage (those previously described as ""coloured"" who were not of African ancestry had been very few, though the numbers of South Asians, particularly, is now growing."
32,75,There has been a double in the population of people born in which country?,[46],The number of people born in Canada declined by 13%.
32,76,What term is used to refer to the majority of black people in Bermuda?,[56],"Despite the banning of the importation of Irish, and the repeated attempts to force free blacks to emigrate and the owners of black slaves to export them, the merging of the various minority groups, along with some of the white English, had resulted in a new demographic group, ""coloured"" (which term, in Bermuda, referred to anyone not wholly of European ancestry) Bermudians, gaining a slight majority."
32,77,Why were so many blacks repeatedly being imported from Africa?,[187],"Many Bermudians, both black and white, who lack family connections to the West Indies have objected to this emphasis."
32,78,Why can Bermudian blacks trace their ancestry back over centuries in Bermuda?,[62],"The majority of blacks in Bermuda can be termed ""Bermudian blacks"", whose ancestry dates back centuries between the 17th century and the end of slavery in 1834, Bermuda's black population was self-sustaining, with its growth resulting largely from natural expansion."
32,79,What is one way that the ancestry of Bermudian black population differs from that of British West Indian black population?,[66],"The ancestry of Bermuda's black population is distinguished from that of the British West Indian black population in two ways: firstly, the higher degree of European and Native American admixture; secondly, the source of the African ancestry."
32,80,Why is the black population in Bermuda different from that in the British West Indies and the United States?,[71],"Genetic studies have consequently shown that the African ancestry of black Bermudians (other than those resulting from recent immigration from the British West Indian islands) is largely from the a band across southern Africa, from Angola to Mozambique, which is similar to what is revealed in Latin America, but distinctly different from the blacks of the West Indies and the United States."
32,81,Where did the Spanish and Portugese enslave most of their black people from?,[69],"The first blacks to arrive in Bermuda in any numbers were free blacks from Spanish-speaking areas of the West Indies, and most of the remainder were recently enslaved Africans captured from the Spanish and Portuguese."
32,82,What is one way we can show that black Bermudians are of different heritage than African Americans?,[66],"The ancestry of Bermuda's black population is distinguished from that of the British West Indian black population in two ways: firstly, the higher degree of European and Native American admixture; secondly, the source of the African ancestry."
32,83,What is one group that Bermuda's black population can link some of their ancestry to?,[60],Bermuda's modern black population contains more than one demographic group.
32,84,Residents of what particular area have awareness of this link to Native American heritage?,[72],"Most of Bermuda's black population trace some of their ancestry to Native Americans, although awareness of this is largely limited to St David's Islanders and most who have such ancestry are unaware of it."
32,85,During what period were there hundreds of Native Americans shipped to Bermuda?,[73],"During the colonial period, hundreds of Native Americans were shipped to Bermuda."
32,86,Why was there a large population of Algonquian people in Bermuda?,[72],"Most of Bermuda's black population trace some of their ancestry to Native Americans, although awareness of this is largely limited to St David's Islanders and most who have such ancestry are unaware of it."
32,87,What is considered the primary language of Bermuda?,[76],English is the primary and official language.
32,88,"What is a lesser spoken, secondary language in Bermuda?",[76],English is the primary and official language.
32,89,What are the greatest influences to Bermudian culture?,[186],They have emphasised Bermuda's cultural connections with the West Indies.
32,90,Which cultures claim to be a dominant source of Bermuda's cultural heritage?,[75],"Bermuda's culture is a mixture of the various sources of its population: Native American, Spanish-Caribbean, English, Irish, and Scots cultures were evident in the 17th century, and became part of the dominant British culture."
32,91,What historical significance can the book The History of Mary Prince claim?,[79],"The first notable, and historically important, book credited to a Bermudian was The History of Mary Prince, a slave narrative by Mary Prince."
32,92,What contribution to history is it believed the History of Mary Prince made?,[79],"The first notable, and historically important, book credited to a Bermudian was The History of Mary Prince, a slave narrative by Mary Prince."
32,93,The majority of books published by local authors were of what nature?,[82],"In the 20th century, numerous books were written and published locally, though few were directed at a wider market than Bermuda."
32,94,Which local author most recently enjoyed success for published works of fiction?,[85],"More recently, Angela Barry has won critical recognition for her published fiction."
32,95,What type of painting are Bermuda artists known for?,[86],Bermuda watercolours painted by local artists are sold at various galleries.
32,96,What type of art work does Chesley Trott produce?,[88],"One such 7 ft (2.1 m) sculpture, created by Bermudian sculptor Chesley Trott, is installed at the airport's baggage claim area."
32,97,What significant event does the sculpture The Arrival portray?,[89],"In 2010, his sculpture The Arrival was unveiled near the bay to commemorate the freeing of slaves from the American brig Enterprise in 1835."
32,98,Who is one of Bermuda's most famous watercolourists?,[91],"Alfred Birdsey was one of the more famous and talented watercolourists; his impressionistic landscapes of Hamilton, St George's and the surrounding sailboats, homes, and bays of Bermuda are world-renowned."
32,99,Who is credited with discovering Bermuda?,[92],Bermuda was discovered in 1503 by Spanish explorer Juan de Bermúdez.
32,100,What did Spanish and Portugese ships use the islands for?,[94],Both Spanish and Portuguese ships used the islands as a replenishment spot to take on fresh meat and water.
32,101,What did early visitors attribute the noises of the islands to?,[117],"With seafaring the only real industry in the early decades, by the end of the 18th century, at least a third of the island's manpower was at sea at any one time."
32,102,"Crazy noises from indigenous animals, frequent storms and hazardous reefs earned the islands what name?",[96],"Combined with the frequent storm-wracked conditions and the dangerous reefs, the archipelago became known as the Isle of Devils."
32,103,Sir George Somers embarked on a mission to do what?,[100],Somers had previous experience sailing with both Sir Francis Drake and Sir Walter Raleigh.
32,104,The devastating wreck of the flotilla is said to have inspired what playwrite?,[101],The flotilla was broken up by a storm.
32,105,How long did Sommer's settlers stay in Bermuda?,[177],Bermuda was colonised by the English as an extension of Virginia and has long had close ties with the US Atlantic Seaboard and Canadian Maritimes as well as the UK.
